"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"6833","2011BAZ3734","KERBS OIL","544 N OVERLAND","BURLEY","Cassia","Underground Storage Tanks","42.56198","-113.79328","Underground Storage Tanks","","Underground Storage Tanks"
"8951","2011BAZ3736","KETCHUM AUTOMOTIVE","360 10TH ST","KETCHUM","Blaine","Underground Storage Tanks","43.68483","-114.3688","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8952","2011BAZ3737","KETCHUM CITY BIGWOOD BOOSTER STN","122 SADDLE RD ","KETCHUM","Blaine","Underground Storage Tanks","43.68777","-114.3724","Underground Storage Tanks","","Underground Storage Tanks"
"6834","2011BAZ3738","KETCHUM CITY BIGWOOD WELL","120 RIVER ROCK RD ","KETCHUM","Blaine","Underground Storage Tanks","43.70513","-114.37243","Underground Storage Tanks","","Underground Storage Tanks"
"8953","2011BAZ3740","KETCHUM CITY WARM SPRINGS BOOSTER STATION","1300 WARM SPRINGS RD ","KETCHUM","Blaine","Underground Storage Tanks","43.68902","-114.37725","Underground Storage Tanks","","Underground Storage Tanks"
"6835","2011BAZ3741","KETCHUM GAS & SNACK","491 N MAIN","KETCHUM","Blaine","Underground Storage Tanks","43.68098","-114.36557","Underground Storage Tanks","","Underground Storage Tanks"
"8954","2011BAZ3742","KETCHUM ST DEPT","929 WARM SPRINGS RD","KETCHUM","Blaine","Underground Storage Tanks","43.68418","-114.36913","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8955","2011BAZ3745","KFXD RADIO STATION","455 W AMITY RD","MERIDIAN","Ada","Underground Storage Tanks","43.5606","-116.39919","Underground Storage Tanks","","Underground Storage Tanks"
"6812","2011BAZ3655","K & G CONTRACTORS (PRIOR)","1411 IONA RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.52603","-112.00532","Underground Storage Tanks","","Underground Storage Tanks"
"6177","2011BAZ3746","KG GROCERY","2220 SOUTHSIDE BLVD","NAMPA","Canyon","Underground Storage Tanks","43.54724","-116.53265","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"4105","2011BAZ3747","KHALIL SCOTT","RT 1 - 460 W HWY 38","MALAD CITY","Oneida","Underground Storage Tanks","42.181146","-112.25484","Underground Storage Tanks","","Underground Storage Tanks"
"8957","2011BAZ3749","KICKS 66 (2)","1510 POCATELLO CK RD","POCATELLO","Bannock","Underground Storage Tanks","42.89902","-112.43316","Underground Storage Tanks","","Underground Storage Tanks"
"8956","2011BAZ3748","KICKS 66  (KJS SUPER STORES NO 923)","4426 GARRITY BLVD","NAMPA","Canyon","Underground Storage Tanks","43.59614","-116.5166","Underground Storage Tanks","","Underground Storage Tanks"
"6836","2011BAZ3750","KICKS 66/PHILLIPS 66","3855 POLELINE RD","POCATELLO","Bannock","Underground Storage Tanks","42.90351","-112.46664","Underground Storage Tanks","","Underground Storage Tanks"
"4108","2011BAZ3753","KIDK TV TRANSMITTER","E BUTTE MOUNTAIN 8.5 MI NE OF ATOMIC CITY","ATOMIC CITY","Bingham","Underground Storage Tanks","43.497437","-112.66446","Underground Storage Tanks","","Underground Storage Tanks"
"8958","2011BAZ3754","KIDO RADIO TRANSMITTER SITE","11321 W HUBBARD","BOISE","Ada","Underground Storage Tanks","43.51704","-116.33026","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"4109","2011BAZ3755","KIENLEN FARMS INC","5400 N 057 E","HAGERMAN","Gooding","Underground Storage Tanks","42.779238","-115.036062","Underground Storage Tanks","","Underground Storage Tanks"
"4110","2011BAZ3756","KILARNEY LK REMOTE RADIO","W OF ROSE LAKE 1.1 MI","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.524195","-116.542149","Underground Storage Tanks","","Underground Storage Tanks"
"6837","2011BAZ3758","KILGORE STORE","KILGORE RT","DUBOIS","Clark","Underground Storage Tanks","44.40157","-111.89329","Underground Storage Tanks","","Underground Storage Tanks"
"4115","2011BAZ3763","KIMBERLY CAR WASH","130 S MAIN","KIMBERLY","Twin Falls","Underground Storage Tanks","42.533234","-114.364769","Underground Storage Tanks","","Underground Storage Tanks"
"4116","2011BAZ3765","KIMBERLY CITY SHOP","538 MAIN ST N","KIMBERLY","Twin Falls","Underground Storage Tanks","42.533984","-114.364770","Underground Storage Tanks","","Underground Storage Tanks"
"13863","2011BAZ3764","KIMBERLY CITY SHOP","132 MAIN ST N","KIMBERLY","Twin Falls","Underground Storage Tanks","42.533984","-114.364770","Underground Storage Tanks","","Underground Storage Tanks"
"4119","2011BAZ3767","KIMBERLY NURSERIES","2862 ADDISON AVE E","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.56171","-114.42436","Underground Storage Tanks","","Underground Storage Tanks"
"6838","2011BAZ3769","KIMBERLY SD","141 CENTER ST W","KIMBERLY","Twin Falls","Underground Storage Tanks","42.53348","-114.36627","Underground Storage Tanks","","Underground Storage Tanks"
"8959","2011BAZ3760","KIM HANSEN CHEVROLET OLDS INC","1221 W MAIN ST","BURLEY","Cassia","Underground Storage Tanks","42.53658","-113.80767","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6839","2011BAZ3773","KIMS SINCLAIR","804 N ORCHARD","BOISE","Ada","Underground Storage Tanks","43.61179","-116.24311","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6840","2011BAZ3774","KING B INC","651 CHAMBERLAIN","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.48676","-112.04447","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8960","2011BAZ3776","KING HILL STATION","MP 369.7","KING HILL","Elmore","Underground Storage Tanks","43.00301","-115.20415","Underground Storage Tanks","","Underground Storage Tanks"
"8961","2011BAZ3777","KING MOUNTAIN SUPPLY","319 N MAIN","MOORE","Butte","Underground Storage Tanks","43.7342","-113.36643","Underground Storage Tanks","","Underground Storage Tanks"
"6841","2011BAZ3778","KINGS CORNER","804 SOUTHSIDE RD","NAMPA","Canyon","Underground Storage Tanks","43.5614","-116.53255","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8962","2011BAZ3779","KINGS INN","COEUR D ALENE RD","KINGSTON","Shoshone","Underground Storage Tanks","47.55281","-116.26953","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8963","2011BAZ3780","KINGSTON KWIK STOP","42985 SILVER VALLEY RD","KINGSTON","Shoshone","Underground Storage Tanks","47.54865","-116.27211","Underground Storage Tanks","","Underground Storage Tanks"
"6842","2011BAZ3781","KINRO","1208 MADISON AVE","NAMPA","Canyon","Underground Storage Tanks","43.59452","-116.56106","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6843","2011BAZ3785","KIRKHAM BLDG NO 3","2ND S 1ST E","REXBURG","Madison","Underground Storage Tanks","43.82112","-111.78184","Underground Storage Tanks","","Underground Storage Tanks"
"6844","2011BAZ3788","KJS","1612 BLUE LAKES BLVD N","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.59033","-114.45979","Underground Storage Tanks","","Underground Storage Tanks"
"8964","2011BAZ3789","KJS CLOVERDALE (KJS SUPER STORES-STORE NO 922)","12150 FAIRVIEW AVE","BOISE","Ada","Underground Storage Tanks","43.62004","-116.33374","Underground Storage Tanks","","Underground Storage Tanks"
"8966","2011BAZ3791","KJS SUPERSTORE","616 E CLARK","POCATELLO","Bannock","Underground Storage Tanks","42.86753","-112.44421","Underground Storage Tanks","","Underground Storage Tanks"
"8965","2011BAZ3790","KJS SUPER STORES","1300 W BROADWAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49621","-112.05187","Underground Storage Tanks","","Underground Storage Tanks"
"8967","2011BAZ3792","KJS TRAVEL CENTER","615 E IONA RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.52596","-112.02145","Underground Storage Tanks","","Underground Storage Tanks"
"8968","2011BAZ3793","KMART NO 3173","1545 W BROADWAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49555","-112.05974","Underground Storage Tanks","","Underground Storage Tanks"
"8969","2011BAZ3794","KMART NO 3189","1813 CALDWELL BLVD","NAMPA","Canyon","Underground Storage Tanks","43.605922","-116.606242","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6845","2011BAZ3795","KMART NO 3298","10477 W FAIRVIEW AVE","BOISE","Ada","Underground Storage Tanks","43.61829","-116.31367","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8970","2011BAZ3796","KMART NO 4078","730 AMERICANA BLVD","BOISE","Ada","Underground Storage Tanks","43.61584","-116.21881","Underground Storage Tanks","","Underground Storage Tanks"
"8971","2011BAZ3797","KMART NO 7006","2258 ADDISON AVE E","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.561791","-114.43922","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8972","2011BAZ3798","KMART NO 7033","1815 21ST ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.40174","-117.00029","Underground Storage Tanks","","Underground Storage Tanks"
"6846","2011BAZ3799","KMART NO 7057","3945 POLE LINE RD","POCATELLO","Bannock","Underground Storage Tanks","42.904785","-112.467851","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6847","2011BAZ3800","KMART NO 7207","201 W NEIDER","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.70866","-116.79035","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8973","2011BAZ3802","KMART NO 9063","1700 W PULLMAN RD","MOSCOW","Latah","Underground Storage Tanks","46.734535","-117.025625","Underground Storage Tanks","","Underground Storage Tanks"
"125398","2015BAZ180","KMART NO 9073","226 N OVERLAND","BURLEY","Minidoka","Underground Storage Tanks","42.557844","-113.795329","Underground Storage Tanks","","Underground Storage Tanks"
"8974","2011BAZ3803","KMART NO 9630","125 E 350 N ST","REXBURG","Madison","Underground Storage Tanks","43.834325","-111.780247","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"4131","2011BAZ3804","KNIFE RIVER","4055 PROFESSIONAL WAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.461219","-112.059826","Underground Storage Tanks","","Underground Storage Tanks"
"8975","2011BAZ3805","KNIFE RIVER-MCCALL","14032 HWY 55","MCCALL","Valley","Underground Storage Tanks","44.85892","-116.09056","Underground Storage Tanks","","Underground Storage Tanks"
"6848","2011BAZ3806","KNIFE RIVER-SOUTHERN IDAHO DIVISION","5450 W GOWEN RD","BOISE","Ada","Underground Storage Tanks","43.55877","-116.24911","Underground Storage Tanks","","Underground Storage Tanks"
"6849","2011BAZ3807","KNIGHT REFRIGERANT","1795 N HOLMES AVE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.51232","-112.02424","Underground Storage Tanks","","Underground Storage Tanks"
"6850","2011BAZ3808","KNOKE CONSTRUCTION CO","301 COLLEGE AVE","MOSCOW","Latah","Underground Storage Tanks","46.72732","-117.00425","Underground Storage Tanks","","Underground Storage Tanks"
"8976","2011BAZ3809","KNOTTY PINE","LOWER STANLEY HWY 75","STANLEY","Custer","Underground Storage Tanks","44.23164","-114.92131","Underground Storage Tanks","","Underground Storage Tanks"
"8977","2011BAZ3810","KNOWLES A-1 GAS","9628 E HWY 30","LAVA HOT SPRINGS","Bannock","Underground Storage Tanks","42.62389","-112.03426","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8978","2011BAZ3812","KNUDSEN POOR FARMS 1","2100 S 3122 W","ABERDEEN","Bingham","Underground Storage Tanks","42.89247","-112.91447","Underground Storage Tanks","","Underground Storage Tanks"
"6851","2011BAZ3813","KNUDSEN POOR FARMS 2","2000 S 2200 W","ABERDEEN","Bingham","Underground Storage Tanks","42.89209","-112.83116","Underground Storage Tanks","","Underground Storage Tanks"
"4132","2011BAZ3811","KNUDSON INVESTMENTS","7455 S FEDERAL WAY","BOISE","Ada","Underground Storage Tanks","43.534577","-116.154357","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6852","2011BAZ3814","KNUDTSEN CHEVROLET CO","1710 N 4TH ST","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.691608","-116.780161","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8979","2011BAZ3815","KOESTER FARMS INC","9000 E GRANT","DOWNEY","Bannock","Underground Storage Tanks","42.40178","-112.05092","Underground Storage Tanks","","Underground Storage Tanks"
"4133","2011BAZ3816","KOOSKIA HIGH SCHOOL","4638 HWY 13","KOOSKIA","Idaho","Underground Storage Tanks","46.117154","-115.97778","Underground Storage Tanks","","Underground Storage Tanks"
"6853","2011BAZ3817","KOOTENAI CNTY 1","501 N GOVT WAY","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.67648","-116.7869","Underground Storage Tanks","","Underground Storage Tanks"
"6854","2011BAZ3819","KOOTENAI CNTY FIRE PD NO 1","1712 GOLF COURSE RD","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.70412","-116.80921","Underground Storage Tanks","","Underground Storage Tanks"
"8980","2011BAZ3821","KOOTENAI CNTY SHERIFF DEPT","5500 N GOVT WAY","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.72118","-116.78636","Underground Storage Tanks","","Underground Storage Tanks"
"6855","2011BAZ3822","KOOTENAI CNTY SOLID WASTE 2","22089 S HWY 95","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.53225","-116.93254","Underground Storage Tanks","","Underground Storage Tanks"
"8981","2011BAZ3823","KOOTENAI ELECTRIC CO-OP","2451 W DAKOTA AVE","HAYDEN","Kootenai","Underground Storage Tanks","47.76395","-116.82083","Underground Storage Tanks","","Underground Storage Tanks"
"6856","2011BAZ3824","KOOTENAI MEDICAL CENTER","2003 LINCOLN WY","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.69537","-116.79273","Underground Storage Tanks","","Underground Storage Tanks"
"8982","2011BAZ3825","KOOTENAI SAW & CYCLE","1308 BEST AVE","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.70072","-116.76698","Underground Storage Tanks","","Underground Storage Tanks"
"4136","2011BAZ3826","KOOTENAI SD NO 274","HC 01 BOX 25/13030 E OGARA RD","HARRISON","Kootenai","Underground Storage Tanks","47.400759","-116.671234","Underground Storage Tanks","","Underground Storage Tanks"
"8983","2011BAZ3827","KORNERSTOP TEXACO","15370 HWY 41","RATHDRUM","Kootenai","Underground Storage Tanks","47.81133","-116.88901","Underground Storage Tanks","","Underground Storage Tanks"
"6857","2011BAZ3828","KOVMANICKS (SNACK SHOP)","HC 63 HWY 33","TERRETON","Jefferson","Underground Storage Tanks","43.8415","-112.47763","Underground Storage Tanks","","Underground Storage Tanks"
"8984","2011BAZ3829","KRAFT INC TRANSPORT","KRAFT RD & N MAIN","POCATELLO","Bannock","Underground Storage Tanks","42.8838","-112.475719","Underground Storage Tanks","","Underground Storage Tanks"
"6858","2011BAZ3830","KRAIG & JUDY GRUBAUGH FARM","149 W 210 N","BLACKFOOT","Bingham","Underground Storage Tanks","43.22749","-112.32734","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6859","2011BAZ3832","KRAZY KENS AUTO INC","8605 FAIRVIEW AVE","MERIDIAN","Ada","Underground Storage Tanks","43.61904","-116.28962","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6860","2011BAZ3833","KRIS INOUYE","23605 RODEO","PARMA","Canyon","Underground Storage Tanks","43.71385","-116.94198","Underground Storage Tanks","","Underground Storage Tanks"
"4138","2011BAZ3834","KRISSS KORNER","450 N MAIN ST","POCATELLO","Bannock","Underground Storage Tanks","42.865182","-112.453655","Underground Storage Tanks","","Underground Storage Tanks"
"4062","2011BAZ3659","K R & L CARLSON","5 MI W OF SHELLEY","SHELLEY","Bingham","Underground Storage Tanks","43.385787","-112.208123","Underground Storage Tanks","","Underground Storage Tanks"
"4139","2011BAZ3835","KRLC STUDIO","805 STEWART ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.391371","-116.988407","Underground Storage Tanks","","Underground Storage Tanks"
"6813","2011BAZ3656","K & T STEEL CORP","322 DIAMOND AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.54844","-114.484937","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8985","2011BAZ3836","KUNA CHEVRON","150 W DEER FLAT RD","KUNA","Ada","Underground Storage Tanks","43.50318","-116.41423","Underground Storage Tanks","","Underground Storage Tanks"
"8986","2011BAZ3838","KUNA RURAL FIRE DIST","10600 KUNA RD","KUNA","Ada","Underground Storage Tanks","43.48848","-116.31497","Underground Storage Tanks","","Underground Storage Tanks"
"8987","2011BAZ3839","KUNA STATION","MP 446","KUNA","Ada","Underground Storage Tanks","43.48716","-116.41534","Underground Storage Tanks","","Underground Storage Tanks"
"6861","2011BAZ3840","KUNAU FARM","525 S OAKLEY HWY","BURLEY","Cassia","Underground Storage Tanks","42.45583","-113.7937","Underground Storage Tanks","","Underground Storage Tanks"
"6862","2011BAZ3842","KWAL-HOWELLS INC","8515 W WESTPARK STREET","BOISE","Ada","Underground Storage Tanks","43.606804","-116.288754","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
