"Site Number","Name","Alias","Address","Town","County","Acres","IC_Controls","Status","Substatus","Status Date","Program","Latitude","Longitude"
"REM01635","NEW BALANCE","","10 DEPOT STREET","NORRIDGEWOCK","SOMERSET",7,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/02/2007,"VRAP",44.71524,-69.79566
"REM01636","OCEAN STREET AUTO","","72 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/19/2008,"VRAP",43.63956,-70.25344
"REM01637","GLEW PROPERTY","","2489 US ROUTE 2","HERMON","PENOBSCOT",6,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",06/30/2006,"VRAP",44.80918,-68.90875
"REM01638","MAINE LUBRICATION SERVICES","FENDERSON REALTY, LLC","674 COLDBROOK ROAD","HERMON","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/30/2006,"VRAP",44.78238,-68.87067
"REM01639","UNIVERSITY MALL","","6 STILLWATER AVENUE","ORONO","PENOBSCOT",14,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/26/2007,"VRAP",44.9059,-68.69109
"REM01640","YATTAW PROPERTY","","195 NEW COUNTY ROAD","THOMASTON","KNOX",30,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/12/2012,"VRAP",44.09356,-69.1353
"REM01641","SILVIAS MARKET","","13 WALDOBORO ROAD","WASHINGTON","KNOX",1,"UNKNOWN","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",07/20/2006,"VRAP",44.27318,-69.36879
"REM01643","FORMER STEEGO BUILDING","","46 BEDFORD ST/83 WINSLOW ST","PORTLAND","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/17/2009,"VRAP",43.66253,-70.27323
"REM01644","PRESCOTT RESIDENCE","","1445 BANGOR ROAD","ELLSWORTH","HANCOCK",28,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/30/2006,"VRAP",44.62739,-68.53626
"REM01645","TANDC GROCERY","","12 WATER STREET","CASTINE","HANCOCK",0,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",12/29/2006,"VRAP",44.3871,-68.79882
"REM01646","PDQ CONVENIENCE","","534 OLD COUNTY ROAD","ROCKLAND","KNOX",1,"UNKNOWN","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/17/2008,"VRAP",44.12357,-69.11767
"REM01647","BANGOR RADIATOR","Q.V. REALTY TRUST","240-244 MAIN STREET","BANGOR","PENOBSCOT",0,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",05/12/2012,"VRAP",44.79706,-68.77327
"REM01648","LIBERTY TRADING POST","","498 BELFAST AUGUSTA RD","LIBERTY","WALDO",3,"FALSE","TRANSFERRED TO OTHER DIVISION","OTHER",09/18/2006,"VRAP",44.38551,-69.3597
"REM01648","LIBERTY TRADING POST","","498 BELFAST AUGUSTA RD","LIBERTY","WALDO",3,"FALSE","TRANSFERRED TO OTHER DIVISION","OTHER",09/18/2006,"OTHER",44.38551,-69.3597
"REM01649","MOOSE RIVER TRUCK STOP","","ROUTE 201","MOOSE RIVER","SOMERSET",28,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/05/2013,"VRAP",45.6617,-70.27095
"REM01650","BROADWAY TEXACO","","594 BROADWAY","BANGOR","PENOBSCOT",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/10/2007,"VRAP",44.82131,-68.77772
"REM01651","KINGFIELD CASH FUELS","","10 DEPOT STREET","RANGELEY","FRANKLIN",4,"UNKNOWN","TRANSFERRED TO OTHER DIVISION","OIL",01/01/2007,"OTHER",44.96289,-70.6385
"REM01651","KINGFIELD CASH FUELS","","10 DEPOT STREET","RANGELEY","FRANKLIN",4,"UNKNOWN","TRANSFERRED TO OTHER DIVISION","OIL",01/01/2007,"VRAP",44.96289,-70.6385
"REM01652","MAIN STREET SITES","","532 MAIN STREET/41 DUTTON STREET","BANGOR","PENOBSCOT",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/16/2008,"VRAP",44.78852,-68.77698
"REM01653","RIPLEY INDUSTRIES","","1 SARATOGA STREET","LEWISTON","ANDROSCOGGIN",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/14/2007,"VRAP",44.07414,-70.17058
"REM01654","SEYMOUR SUBS","","107 EASTERN AVENUE","BOOTHBAY HARBOR","LINCOLN",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/03/2006,"VRAP",43.86174,-69.61751
"REM01655","S. PARKER CROSBY PARCEL","","WEST GEORGETOWN ROAD","GEORGETOWN","SAGADAHOC",2,"UNKNOWN","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",12/29/2006,"VRAP",43.8003,-69.77925
"REM01656","ROCKINGHAM ELECTRIC","","7 MOUNT VERNON AVE","AUGUSTA","KENNEBEC",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/10/2014,"VRAP",44.32183,-69.77455
"REM01657","GRANVILLE LUMBER","","622 MAIN ROAD","HOLDEN","PENOBSCOT",14,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/23/2007,"VRAP",44.75399,-68.6577
"REM01658","COLE HAHN","","224 PARK STREET","LIVERMORE FALLS","ANDROSCOGGIN",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/09/2007,"VRAP",44.45956,-70.1747
"REM01659","MILLINOCKET BARK PILE (WEST SIDE)","","ROUTE 11/ROUTE 157","MILLINOCKET","PENOBSCOT",28,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/20/2006,"VRAP",45.63452,-68.71804
"REM01661","LOREE LOT","","DEPOT STREET","FREEPORT","CUMBERLAND",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/18/2009,"VRAP",43.856,-70.10258
"REM01662","HERCULES GAS","","1559-1589","PORTLAND","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/15/2007,"VRAP",43.65977,-70.30553
"REM01663","NEPW","","164 PINE STREET","PARIS","OXFORD",13,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/13/2007,"VRAP",44.21722,-70.51455
"REM01664","GP CHIP MILL HOULTON","","103 B ROAD","HOULTON","AROOSTOOK",23,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/22/2006,"VRAP",46.14953,-67.84942
"REM01665","GP CHIP MILL MILFORD","","123 CHAMPION LANE (STUD MILL RD)","MILFORD","PENOBSCOT",100,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/21/2007,"VRAP",45.01225,-68.60601
"REM01666","GP CHIP MILL MILO","","671 ELM STREET","MILO","PISCATAQUIS",100,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/21/2007,"VRAP",45.22626,-68.93349
"REM01667","GP MILL","FORT JAMES PAPER, DIAMOND INTERNATIONAL","24 PORTLAND ROAD","OLD TOWN","PENOBSCOT",289,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/12/2015,"VRAP",44.91713,-68.6356
"REM01668","TIBBETTS OIL","","106 WEST BROADWAY","LINCOLN","PENOBSCOT",2,"FALSE","TRANSFERRED TO OTHER DIVISION","OIL",01/23/2007,"VRAP",45.36232,-68.5148
"REM01668","TIBBETTS OIL","","106 WEST BROADWAY","LINCOLN","PENOBSCOT",2,"FALSE","TRANSFERRED TO OTHER DIVISION","OIL",01/23/2007,"OTHER",45.36232,-68.5148
"REM01669","BUDS SERVICE","","68 MAIN STREET","NEWCASTLE","LINCOLN",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/02/2007,"VRAP",44.03441,-69.53588
"REM01670","FINE FINISH ANTIQUES","","41 MAINE STREET (SHAKER ROAD)","NEW GLOUCESTER","CUMBERLAND",14,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",02/09/2007,"VRAP",43.94535,-70.34778
"REM01671","SACO ISLAND EAST","","SACO ISLAND","SACO","YORK",6,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",10/29/2007,"VRAP",43.49378,-70.44652
"REM01672","SACO ISLAND WEST","","SACO ISLAND","SACO","YORK",9,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",10/29/2007,"VRAP",43.49465,-70.44982
"REM01673","NISSEN BAKING","","34 ABBOTT STREET","BREWER","PENOBSCOT",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/19/2007,"VRAP",44.78106,-68.77159
"REM01674","UNION STREET CITGO","","551 UNION STREET","BANGOR","PENOBSCOT",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/23/2007,"VRAP",44.80748,-68.79017
"REM01675","NEW ENGLAND METAL RECYCLING","","25 SOMERSET STREET","PORTLAND","CUMBERLAND",1,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",04/06/2007,"BROWNFIELDS-104K",43.66303,-70.26059
"REM01675","NEW ENGLAND METAL RECYCLING","","25 SOMERSET STREET","PORTLAND","CUMBERLAND",1,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",04/06/2007,"VRAP",43.66303,-70.26059
"REM01676","LUCAS TREE EXPERT CO.","","636 RIVERSIDE STREET","PORTLAND","CUMBERLAND",54,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/30/2010,"BROWNFIELDS",43.69691,-70.32529
"REM01676","LUCAS TREE EXPERT CO.","","636 RIVERSIDE STREET","PORTLAND","CUMBERLAND",54,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/30/2010,"VRAP",43.69691,-70.32529
"REM01677","VILLAGE TRADING POST","WEST MINOT TRADING POST","ROUTES 119 & 124","MINOT","ANDROSCOGGIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/28/2008,"VRAP",44.17104,-70.36703
"REM00934","GREAT FALLS HOTEL","","14 GREAT FALLS PLAZA","AUBURN","ANDROSCOGGIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/09/2007,"VRAP",44.09794,-70.22412
"REM01678","HATHAWAY PROPERTY","FORMER LOCKWOOD-DUTCHESS MILL COMPLEX","10 WATER STREET","WATERVILLE","KENNEBEC",4,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/21/2009,"VRAP",44.54604,-69.62948
"REM01679","CMP PROPERTY","FORMER LOCKWOOD-DUTCHESS MILL COMPLEX","6B, 8 & 12 WATER STREET","WATERVILLE","KENNEBEC",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/21/2009,"VRAP",44.54645,-69.62932
"REM01680","OLD FORT WESTERN","","CONY ROAD","AUGUSTA","KENNEBEC",4,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",04/27/2007,"UNCONTROLLED SITES",44.31619,-69.77092
"REM01681","EDWARDS MILL","","WATER STREET","AUGUSTA","KENNEBEC",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/27/2007,"BROWNFIELDS-128A",44.32149,-69.77228
"REM01682","CHALET MOTEL","","1243 LISBON STREET","LEWISTON","ANDROSCOGGIN",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/24/2007,"VRAP",44.07596,-70.18697
"REM01683","KENNEBEC TAVERN AND MARINA","","119 COMMERCIAL STREET","BATH","SAGADAHOC",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/28/2008,"VRAP",43.9155,-69.81316
"REM01684","KENNEBEC ARSENAL","","111-136 ARSENAL ST & 7-23 LEARNERS DRIVE","AUGUSTA","KENNEBEC",22,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",02/17/2012,"VRAP",44.30815,-69.77046
"REM01684","KENNEBEC ARSENAL","","111-136 ARSENAL ST & 7-23 LEARNERS DRIVE","AUGUSTA","KENNEBEC",22,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",02/17/2012,"BROWNFIELDS-128A",44.30815,-69.77046
"REM01685","CP BATCH PLANT","","58 PLEASANT HILL ROAD","SCARBOROUGH","CUMBERLAND",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/15/2007,"VRAP",43.60685,-70.3067
"REM01686","BELLS SERVICE STATION","","144 MILITARY STREET","HOULTON","AROOSTOOK",8,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/01/2008,"VRAP",46.12543,-67.82184
"REM01686","BELLS SERVICE STATION","","144 MILITARY STREET","HOULTON","AROOSTOOK",8,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/01/2008,"BROWNFIELDS-128A",46.12543,-67.82184
"REM01687","MCCAIN FACTORY","I-318-2006","22 GARDNER CREEK ROAD","WASHBURN","AROOSTOOK",14,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/17/2012,"VRAP",46.78034,-68.15709
"REM01687","MCCAIN FACTORY","I-318-2006","22 GARDNER CREEK ROAD","WASHBURN","AROOSTOOK",14,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/17/2012,"BROWNFIELDS-104K",46.78034,-68.15709
"REM01688","GAZELLE PRODUCTS","","1 OLD WATERVILLE ROAD","CHINA","KENNEBEC",1,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",06/05/2007,"BROWNFIELDS-128A",44.48355,-69.51616
"REM01689","GENERATOR HOUSE","","ISLAND AVENUE","LONG ISLAND","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/27/2007,"BROWNFIELDS",43.69034,-70.15999
"REM01689","GENERATOR HOUSE","","ISLAND AVENUE","LONG ISLAND","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/27/2007,"VRAP",43.69034,-70.15999
"REM01690","ROBBINS JUNKYARD","","263 STATE ROAD","WEST BATH","SAGADAHOC",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/17/2008,"VRAP",43.90466,-69.85698
"REM01690","ROBBINS JUNKYARD","","263 STATE ROAD","WEST BATH","SAGADAHOC",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/17/2008,"BROWNFIELDS",43.90466,-69.85698
"REM01691","EASTERN STEAMSHIP","","WATER STREET","HALLOWELL","KENNEBEC",1,"FALSE","INVESTIGATION STAGE","ONGOING",06/05/2007,"BROWNFIELDS-128A",44.2882,-69.78937
"REM01692","SIPAYIK CORNER STORE","WABANAKI MALL","ROUTE 1 & 190","PERRY","WASHINGTON",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/05/2007,"BROWNFIELDS",44.97072,-67.07488
"REM01692","SIPAYIK CORNER STORE","WABANAKI MALL","ROUTE 1 & 190","PERRY","WASHINGTON",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/05/2007,"VRAP",44.97072,-67.07488
"REM01693","COLONIAL THEATER","","139 WATER STREET","AUGUSTA","KENNEBEC",1,"UNKNOWN","INVESTIGATION STAGE","ONGOING",09/11/2007,"BROWNFIELDS-128A",44.31788,-69.77308
"REM01694","PEOPLE PLUS","","6 NOBLE STREET","BRUNSWICK","CUMBERLAND",1,"FALSE","INVESTIGATION STAGE","ONGOING",06/05/2007,"BROWNFIELDS-128A",43.91101,-69.9635
"REM01695","BAILEY MANUFACTURING","","52 PORTER STREET","FRYEBURG","OXFORD",42,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/06/2008,"VRAP",44.00825,-70.96515
"REM01696","CHILDS LINEN","","90 LINCOLN STREET","LEWISTON","ANDROSCOGGIN",0,"FALSE","INVESTIGATION STAGE","ONGOING",01/24/2008,"BROWNFIELDS-104K",44.09441,-70.21976
"REM01697","HILL MILL","","41 CHESTNUT STREET & 70 CEDAR STREET","LEWISTON","ANDROSCOGGIN",6,"FALSE","INVESTIGATION STAGE","ONGOING",06/15/2011,"BROWNFIELDS-104K",44.09231,-70.21712
"REM01698","CONTINENTAL MILL","","2 CEDAR STREET","LEWISTON","ANDROSCOGGIN",9,"FALSE","INVESTIGATION STAGE","ONGOING",05/29/2007,"BROWNFIELDS-104K",44.09174,-70.22116
"REM01699","R I MITCHELL BUILDING","LINCOLN STREET HOTEL","15 LINCOLN STREET & 34 WATER STREET","LEWISTON","ANDROSCOGGIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/02/2012,"BROWNFIELDS",44.0965,-70.22121
"REM01699","R I MITCHELL BUILDING","LINCOLN STREET HOTEL","15 LINCOLN STREET & 34 WATER STREET","LEWISTON","ANDROSCOGGIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/02/2012,"VRAP",44.0965,-70.22121
"REM01700","PEPPERELL MILL","","550 LISBON STREET &35 ADAMS AVENUE","LEWISTON","ANDROSCOGGIN",14,"FALSE","INVESTIGATION STAGE","ONGOING",10/31/2007,"BROWNFIELDS-104K",44.08913,-70.21125
"REM01701","STEEL SERVICE CENTER","","28 MIDDLE STREET & 8 GRANITE STREET","LEWISTON","ANDROSCOGGIN",2,"FALSE","INVESTIGATION STAGE","ONGOING",06/08/2007,"BROWNFIELDS-104K",44.10224,-70.21749
"REM01702","RYDER TRUCK RENTAL","","32 HOULTON RD (US RTE 1)","PRESQUE ISLE","AROOSTOOK",9,"UNKNOWN","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",06/11/2007,"VRAP",46.65946,-68.00661
"REM01703","FLATIRON BUILDING","FORMER CONY HIGH SCHOOL","104 CONY STREET","AUGUSTA","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",04/23/2015,"BROWNFIELDS-104K",44.31599,-69.76706
"REM01703","FLATIRON BUILDING","FORMER CONY HIGH SCHOOL","104 CONY STREET","AUGUSTA","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",04/23/2015,"VRAP",44.31599,-69.76706
"REM01704","DUBOIS PROPERTY","","522 ELM STREET","BIDDEFORD","YORK",22,"FALSE","INVESTIGATION STAGE","ONGOING",06/13/2007,"BROWNFIELDS-104K",43.47599,-70.48478
"REM01705","GAGNE BROTHERS BULK OIL TERMINAL","","WATER STREET","BIDDEFORD","YORK",1,"FALSE","INVESTIGATION STAGE","ONGOING",06/13/2007,"BROWNFIELDS-128A",43.49241,-70.44851
"REM01706","BIDDEFORD BOX CO","","432 & 442 MAIN STREET","BIDDEFORD","YORK",3,"UNKNOWN","INVESTIGATION STAGE","ONGOING",06/13/2007,"BROWNFIELDS-104K",43.49821,-70.46606
"REM01707","STENTON TRUST MILL","","13 RIVER STREET","SANFORD","YORK",7,"FALSE","INVESTIGATION STAGE","ONGOING",06/13/2007,"BROWNFIELDS-104K",43.44269,-70.77285
"REM01708","MCLELLAN BUILDING","PART OF MAINE ST STATION","UNION & NOBLE STREETS","BRUNSWICK","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/14/2007,"VRAP",43.91065,-69.96672
"REM01709","LARSONS AUTO SALVAGE","WESTBROOK BROWNFIELDS","740 COUNTY ROAD","WESTBROOK","CUMBERLAND",9,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",06/20/2007,"BROWNFIELDS-104K",43.647,-70.37409
"REM01710","SACCARAPPA PARK","WESTBROOK BROWNFIELDS","895 MAIN STREET","WESTBROOK","CUMBERLAND",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",06/20/2007,"BROWNFIELDS-104K",43.67738,-70.36801
"REM01711","CAPE VETERINARY CLINIC","","391 COTTAGE ROAD","SOUTH PORTLAND","CUMBERLAND",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/01/2007,"VRAP",43.63539,-70.23508
"REM01712","CAPITOL CITY TIRE AND SERVICE","","238-240 RIVERSIDE DRIVE","AUGUSTA","KENNEBEC",4,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/18/2007,"VRAP",44.3313,-69.76267
"REM01713","CAPTAIN NEWICKS","","740 BROADWAY","SOUTH PORTLAND","CUMBERLAND",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/25/2007,"VRAP",43.63261,-70.26147
"REM01714","FOREST INDUSTRIES","","54 FAIR STREET","FRYEBURG","OXFORD",17,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/15/2009,"VRAP",44.00966,-70.97491
"REM01715","SAUNDERS BROTHERS","SAUNDERS BROTHERS-LOCKE MILLS","256 MAIN STREET","GREENWOOD","OXFORD",26,"FALSE","INVESTIGATION STAGE","ONGOING",07/03/2007,"VRAP",44.40039,-70.70557
"REM01716","DIAZ CORPORATION","","ROUTE 4","JAY","FRANKLIN",66,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",07/11/2007,"VRAP",44.50608,-70.21633
"REM01717","MCPHERSON PROPERTY","","369 STATION ROAD","EASTON","AROOSTOOK",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/08/2007,"VRAP",46.66368,-67.91001
"REM01718","DELANO APARTMENTS","","195 BROWN STREET","WESTBROOK","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/13/2007,"VRAP",43.68087,-70.36181
"REM01719","198-200 MAIN STREET","","198-200 MAIN STREET","LEWISTON","ANDROSCOGGIN",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/27/2007,"VRAP",44.09991,-70.21759
"REM01719","198-200 MAIN STREET","","198-200 MAIN STREET","LEWISTON","ANDROSCOGGIN",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/27/2007,"BROWNFIELDS-104K",44.09991,-70.21759
"REM01720","PROPOSED MSAD#46 SCHOOL","","FERN ROAD","DEXTER","PENOBSCOT",48,"UNKNOWN","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/10/2010,"VRAP",45.01123,-69.27291
"REM01721","DOC'S PLACE","","50 BANGOR STREET","HOULTON","AROOSTOOK",48,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/28/2008,"VRAP",46.12349,-67.84444
"REM01722","CARTHUPLAS, INC.","","7 SHAPE DRIVE","KENNEBUNK","YORK",11,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/16/2008,"VRAP",43.39375,-70.52788
"REM01723","GALLO","GALLO CONSTRUCTION","102 COTTAGE STREET","SANFORD","YORK",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/13/2014,"BROWNFIELDS",43.44676,-70.77168
"REM01723","GALLO","GALLO CONSTRUCTION","102 COTTAGE STREET","SANFORD","YORK",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/13/2014,"VRAP",43.44676,-70.77168
"REM01725","RIVERWALK 2","ABBOTT REEVE, RW2","HIGH STREET (HERITAGE CROSSING)","SANFORD","YORK",2,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",08/28/2015,"BROWNFIELDS-104K",43.44137,-70.77115
"REM01726","RIVERWALK 4","","37-41 HIGH STREET","SANFORD","YORK",1,"FALSE","INVESTIGATION STAGE","ONGOING",08/09/2007,"BROWNFIELDS-104K",43.44172,-70.76966
"REM01727","RIVERWALK 5","","","SANFORD","YORK",2,"FALSE","INVESTIGATION STAGE","ONGOING",08/09/2007,"BROWNFIELDS-104K",43.44156,-70.76846
"REM01728","RIVERWALK 7","","0 EMERY STREET","SANFORD","YORK",1,"FALSE","INVESTIGATION STAGE","ONGOING",08/09/2007,"BROWNFIELDS-104K",43.43995,-70.76886
"REM01729","RIVERWALK 7A","STONE AND STONE","0 EMERY STREET","SANFORD","YORK",5,"FALSE","INVESTIGATION STAGE","ONGOING",08/09/2007,"BROWNFIELDS-104K",43.44052,-70.768
"REM01730","STONE AND STONE","RIVERWALK 7A, STONE MILLYARD","72 EMERY STREET","SANFORD","YORK",4,"FALSE","INVESTIGATION STAGE","ONGOING",08/09/2007,"BROWNFIELDS-104K",43.43911,-70.76832
"REM01731","PENLEY MILL","","PENLEY AVE","WEST PARIS","OXFORD",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/10/2014,"BROWNFIELDS",44.32355,-70.58003
"REM01731","PENLEY MILL","","PENLEY AVE","WEST PARIS","OXFORD",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/10/2014,"VRAP",44.32355,-70.58003
"REM01732","JONECO","","WEST KINGFIELD ROAD","KINGFIELD","FRANKLIN",7,"FALSE","INVESTIGATION STAGE","ONGOING",01/01/1950,"BROWNFIELDS-104K",44.96242,-70.16282
"REM01733","HALE MILL","","ROUTE 120","MEXICO","OXFORD",7,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/09/2007,"BROWNFIELDS-104K",44.58784,-70.56431
