Report Submission Source,Report Number,Multiple Rows per Incident,Report Type,Date of Incident,Time of Incident,NRC Number,Federal DOT Agency Name,Federal DOT Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Non-US State,Incident Country,Incident Route,Mode of Transportation,Transportation Phase,Carrier/Reporter Name,Carrier/Reporter Street Name,Carrier/Reporter City,Carrier/Reporter State,Carrier/Reporter Postal Code,Carrier/Reporter Non-US State,Carrier/Reporter FED DOT ID,Carrier/Reporter HAZMAT Reg ID,Carrier/Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Non-US State,Shipper Country,Shipper Waybill/Shipping Paper,Shipper HAZMAT Registration ID,Origin City,Origin State,Origin Postal Code,Origin Non-US State,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Non-US State,Destination Country,Commodity Short Name,Commodity Long Name,Technical/Trade Name,Identification Number,Hazardous Class Code,Hazardous Class,Packing Group,Quantity Released,Unit of Measure,HAZMAT Waste Indicator,HAZMAT Waste EPA Number,HMIS Toxic by Inhalation Ind,TIH Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared HAZMAT Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Package Amount,Cont1 Package Amount UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Test Material Of Const,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure UOM Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness UOM Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness UOM Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure UOM Rpted,Cont1 Valve or Device Fail Ind,Cont1 Valve or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve or Device Model,Cont2 Package Type,Cont2 Material of Construction,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Package Amount,Cont2 Package Amount UOM,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,RAM Package Category,RAM Package Certification,RAM Package Certification Nbr,RAM Nuclide(s) Present,RAM Transport Index,RAM UOM,RAM Activity Rpted,RAM UOM Rpted,RAM Activity,RAM Activity UOM,RAM Material Safety Index,Spillage (Result) Ind,Fire (Result) Ind,Explosion (Result) Ind,Water Sewer (Result) Ind,Gas Dispersion (Result) Ind,Environmental Damage (Result),No Release (Result) Ind,Fire/EMS Report Ind,Fire EMS/EMS Report Nbr,Police Report Ind,Police Report Nbr,In-House Cleanup Ind,Other Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other (Old Form),Total Amount of Damages,HAZMAT Fatality Indicator,HAZMAT Fatalities Employees,HAZMAT Fatalities Responders,HAZMAT Fatality General Public,Total Hazmat Fatalities,Non_HAZMAT Fatality Indicator,Non-HAZMAT Fatalities,HAZMAT Injury Indicator,HAZMAT Hospitalized Employees,HAZMAT Hospitalized Responders,HAZMAT Hospitalized Gen Public,HAZMAT Hospitalized (Old Form),Total Hazmat Hosp Injuries,HAZMAT NonHosp Employees,HAZMAT NonHosp Responders,HAZMAT NonHosp General Public,HAZMAT NonHosp (Old Form),Total Hazmat NonHosp Injuries,Total Hazmat Injuries,Evacuation Indicator,Public Evacuated,Employees Evacuated,Total Evacuated,Total Evacuation Hours,Major Artery Closed,Major Artery Hours Closed,Material Involved in Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway/Track,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non-Transported Ind,Shipphase Air First Flight Ind,Shipphase Air SubFlight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Business Name,Contact Street,Contact City,Contact State,Contact Postal Code,Contact Non-US State,Contact Country,Preparer of Incident Report,Description of Events,Recommendations/Actions Taken,HMIS Serious Incident Ind,HMIS Serious Fatality,HMIS Serious Injury,HMIS Serious Flight Plan,HMIS Serious Evacuations,HMIS Serious Major Artery,HMIS Serious Bulk Release,HMIS Serious Marine Pollutant,HMIS Serious Radioactive,HMIS General Package Type,HMIS Container Code,HMIS Container Description,HMIS Bulk Incident Indicator,Undeclared Shipment
Paper,I-2001120508,No,A hazardous material incident,11/07/2001,0202,,,,WILMINGTON,CLINTON,OH,,,US,145 HUNTER DRIVE,Highway,IN TRANSIT STORAGE,CLOSING AIRBORNE EXPRESS,145 HUNTER DR STE 3,WILMINGTON,,45177,OH,0,,UNITED STATES,ALS SERVICES USA  CORP,935 SUNSHINE RD,KANSAS CITY,,66115,KS,UNITED STATES,MCI 3870464323 R,,KANSAS CITY,KANSAS,66115,,US,SPARKS,NEVADA,89431,,US,DIESEL FUEL,DIESEL FUEL,ULTRA LOW SULFUR,NA1993,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.007925,LGA,No,,No,,No,,No,Non-Bulk,103; 109,Basic Material; Closure (e.g.  Cap  Top  or Plug),; ,; ,; ,; ,,,,,0.50,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.132086,LGA,,,2,1,,FALSE,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,,No,,No,No,No,0,0,0,0,75,0,75,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,TAMARA A RAMIREZ,HAZMAT COORDINATOR,,,,,,,US,,FILE:3092 D. SHIPPER: STAVELEY SVCS  AWB # MCI 3870464323 RNO. ON 11/07/2001 AT 0202 AN SPILL WAS REPORTED IN BUILDING 208 OF OUR SORT FACILITY LOCATED AT ABX AIR  INC.  145 HUNTER DRIVE  Wilmington  OHIO 45177. PART TIME HAZ MAT TECHNICIANS CAROLYN FRYE  TIMOTHY HINES  AND LORINE HARNER DONNED PROPER PERSONAL PROTECTIVE EQUIPMENT AND RESPONDED. UPON ARRIVAL THEY FOUND A BROWN FIBERBOARD BOX THAT HAD VISIBLE SIGNS OF LEAKAGE ON THE OUTER PACKAGING. THEY REMOVED THIS FROM THE AREA AND BEGAN THEIR INVESTIGATION. UPON THIS INVESTIGATION THEY FOUND THIS TO CONTAIN 2 X 500 ML METAL CANS WITH METAL FRICTION TYPE CLOSURES. THESE DID NOT HAVE POSITIVE MEANS TO SECURE  RESULTING IN THE LEAKAGE OF APPROXIMATELY 30 ML. THESE WERE SURROUNDED BY BUBBLE WRAP INSIDE THE FIBERBOARD BOX AND THIS DID NOT HAVE ABSORBENT MATERIAL. THEY REPLACED THE ITEMS BACK INTO THE BOX  RESEALED IT  AND PLACED IT INTO 2 PLASTIC BAGS WITH ABSORBENT MATERIAL. THEY PLACED THE BAGGED SHIPMENT INTO A RECOVERY DRUM AND FORWARDED THIS ONTO IT'S DESTINATION. THE AREA INVOLVED WITH THE SPILL WAS CLEANED WITH SOAP AND WATER BEFORE NORMAL WORK OPERATIONS WERE RESUMED. THERE WERE NO EMPLOYEES IN CONTACT. THIS PACKAGE DID HAVE APPROPRIATE MARKINGS. LABELS  AND A CORRECT SHIPPER'S DECLARATION OF DANGEROUS GOODS ATTACHED TO IT. THERE ARE PICTURES ON FILE IN THE HAZ MAT OFFICE AT ILN. A COPY OF THE SHIPPER'S DECLARATION FOR DANGEROUS GOODS WILL ACCOOANY REPORT. CLEAR OF SCENE 0214.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2009060740,No,A hazardous material incident,06/17/2009,0230,,,,HELENA,LEWIS AND CLARK,MT,59601,,US,3029 AIRPORT ROAD,Highway,LOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,VWR INTERNATIONAL LLC,1050 SATELLITE BLVD NW,SUWANEE,,30024,GA,UNITED STATES,1Z3207860360146619,,SUWANEE,GEORGIA,30024,,US,THOMPSON FALLS,MONTANA,59873,,US,SULFURIC ACID,SULFURIC ACID,LIQUIDATE,UN1830,8,CORROSIVE MATERIAL,II,0.031250,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,508,Defective Component or Device,,Box,Fiberboard,,8.1250,LGA,0.660450,LGA,1,1,,,,,,,,,,,,,,No,,,,Bottle,Glass  procelain  or stoneware,0,,0,,0,0,,FALSE,,,,,,,0,,,Yes,No,No,No,Yes,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,BRAD COOK,DIR. - DANGEROUS GOODS,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,PACKAGE WAS COMING DOWN BELT WHEN A PICKOFF NOTICED A WET CORNER AND IMMEDIATELY CALLED FOR THE BELT TO BE STOPPED. ALSO NOTIFIED A SUPERVISOR.  ANOTHER RESPONDER AND I QUICKLY IDENTIFIED THE PACKAGE CONTENTS BASED ON OUTER MARKINGS.  WE USED SODIUM BICARBONATE TO NEUTRALIZE THE SPILLED MATERIAL ON THE BELT  THEN MOVED PACKAGE DOWN TO THE HAZMAT CENTER FOR FURTHER PROCESSING.  CAP WAS LOOSE ON BOTTLE ALLOWING LIQUID TO LEAK.,NO COMMENT PROVIDED,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2003110676,No,A hazardous material incident,11/05/2003,0900,,,,BALTIMORE,BALTIMORE,MD,,,US,7066 GOLDEN RING RD,Highway,UNLOADING,FEDERAL EXPRESS CORPORATION,3670 HACKS CROSS RD G,MEMPHIS,,38125,TN,946522,,UNITED STATES,U S GOVT - ARMY,,GUNPOWDER,,21087,MD,UNITED STATES,643297974379,,GUNPOWDER,MARYLAND,21010,,US,GUNPOWDER,MARYLAND,21010,,US,HYPOCHLORITE SOLUTIONS,HYPOCHLORITE SOLUTIONS,,UN1791,8,CORROSIVE MATERIAL,,0.007925,LGA,No,,No,,No,,No,Non-Bulk,103; 103,Basic Material; Basic Material,309; 303,Punctured; Burst or Ruptured,511; 511,Dropped; Dropped,,,,,26.94,LGA,0,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,4.49,LGA,,,6,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MARVIN SUDDUTH,SR SAFETY SPEC/DNG GOODS,,,,,,,US,,THE SHIPMENT WAS BEING PROCESSED DURING THE INBOUND PACKAGE SORT WHEN THE DAMAGE LEADING TO THE RELEASE OF THE MATERIAL OCCURRED. THE ITEM WAS APPARENTLY DROPPED IN HANDLING CAUSING BOTH INNER AND OUTER UNITS TO RUPTURE RELEASING THE CONTENTS. THE SPILL WAS CONTAINED AND THE ITEM WAS PLACED INTO A SALVAGE DRUM. THE SHIPMENT WAS HELD PENDING NOTIFICATION TO THE SHIPPER FOR DISPOSITION.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-1997020987,No,A hazardous material incident,02/17/1997,2300,,,,EARTH CITY,ST. LOUIS,MO,,,US,13818 RIDER TRAIL DRIVE,Highway,LOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,BAXTER ALTHIN MEDICAL INC,855 BOLING ST,JACKSON,,39209,MS,UNITED STATES,,,JACKSON,MISSISSIPPI,39209,,US,ARKANSAS CITY,KANSAS,67005,,US,HYDROGEN PEROXIDE AND PE,HYDROGEN PEROXIDE AND PEROXYACETIC ACID MIXTURES  STABILIZED WITH ACIDS  WATER  AND NOT MORE THAN 5 PERCENT PEROXYACETIC ACID,STABILIZED ,UN3149,5.1,OXIDIZER,,0.015625,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),,,526,Loose Closure  Component  or Device,,,,,0.528344,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.264172,LGA,,,2,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,125,0,125,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,TYRONE RASPBERRY,12 HOUR RESPONDER,,,,,,,US,,PACKAGE WAS DISCOVERED LEAKING ON SD 5-6. ONE OF TWO 1 LITER BOTTLE HAD LOOSE CAP.  THE COMPLETE PACKAGE WAS REPACKAGED AND RETURNED TO THE SHIPPER. THE DAMAGED CARTON WAS DISPOSED OF FOLLOWING HAZ-MAT DISPOSAL PROCEDURE.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2006010379,Yes,A hazardous material incident,12/30/2005,0250,,,,WILMINGTON,CLINTON,OH,45177,,US,145 HUNTER DRIVE,Air,IN TRANSIT STORAGE,ABX AIR  INC.,145 HUNTER DR,WILMINGTON,,45177,OH,392830,072503550018LN,UNITED STATES,POCONO MEDICAL CENTER,300 STOUD BLDG,STROUDSBURG,,18360,PA,UNITED STATES,47422688526,,STROUDSBURG,PENNSYLVANIA,18360,,US,SAINT PAUL,MINNESOTA,55112,,US,DIAGNOSTIC SPECIMEN,DIAGNOSTIC SPECIMEN,DIAGNOSTIC SPECIMAN, ,6.2,INFECTIOUS SUBSTANCE (ETIOLOGIC),,0.003906,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,517,Improper Preparation for Transportation,LAB PACK,Bag,Plastic,,0,,0,,1,0,,,,,,,,,,,,,,No,,,,Bottle,Plastic,4,LOZ,4,LOZ,1,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,SORT CENTER,No,Yes,No,No,No, THERESA ANTHONY ,HAZARDOUS MATERIAL SPECIALIST,,,,,,,,Carrier,FILE-05-476 DOT SHIPPER-POCONO OCCUPATIONAL MEDICINE AWB#-ABE 47422688526 STP  ON 12/30/2005 AT 0250  A LEAKING SHIPMENT WAS REPORTED IN  C  BUILDING OF OUR MAIN SORT FACILITY LOCATED AT ABX AIR  INC.  145 HUNTER DRIVE  WILMINGTON  OHIO 45177.  SPILL TECHNICIAN SAMUEL HARNER DONNED PROPER PERSONAL PROTECTIVE EQUIPMENT AND RESPONDED.  UPON ARRIVAL  HE FOUND A LAB PACK WITH VISIBLE SIGNS OF LEAKAGE ON THE INSIDE OF THE PACKAGE.  HE REMOVED THE PACKAGE FROM THE AREA AND BEGAN HIS INVESTIGATION.  UPON THIS INVESTIGATION  HE FOUND THIS PACKAGE TO CONTAIN 1 X 12 OZ PLASTIC BOTTLE AND 1 X 4 OZ PLASTIC BOTTLE OF DIAGNOSTIC SPECIMEN SHIPMENTS.  DUE TO A LOOSE CLOSURE  .5 OZ OF THE PRODUCT WAS LOST.  THIS SHIPMENT ARRIVED INTO WILMINGTON VIA FLIGHT # 186.  THIS SHIPMENT WAS PROPERLY DECLARED AS A DIAGNOSTIC SPECIMEN SHIPMENT WITH THE MARKING  OVERWRAP FOR DIAGNOSTIC SPECIMEN SHIPMENT.  CLEAR OF SCENE: 0310.  THERE ARE PICTURES ON FILE IN THE HAZMAT OFFICE IN WILMINGTON  OHIO.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,LABPACK,LAB PACK,No,No
Paper,I-1993050079,No,A hazardous material incident,03/31/1993,1600,,,,JACKSONVILLE,DUVAL,FL,,,US,2480 N LANE AVE,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,,UNITED STATES,MICHLIN DIAZO PRODUCTS,31400 KENDALL STE B,FRASER,,48026,MI,UNITED STATES,483197-0128439,,DEARBORN,MICHIGAN,48126,,US,MIAMI,FLORIDA,33155,,US,AMMONIA SOLUTION  RELATI,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,AQUA AMMONIA 2 1/2%,UN2672,8,CORROSIVE MATERIAL,,1,LGA,No,,No,,No,,No,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,4,LGA,,,1,1,STONE CONTAINER CORP,,,,,,,,,,,,,No,,,,,,1,LGA,,,4,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,100,0,0,0,25,0,125,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT C MORRISON,HAZMAT COORDINATOR,,,,,,,US,,PACKAGE WAS UNLOADED WITH LEAKAGE NOTED ON THE BOX.  EXAMINATION OF THE INNER CONTAINER REVEALED THAT THE CONTAINER(S) HAD LOOSE CAP(S) AND LEAKED.  CARTON WAS WET BUT OTHERWISE UNDAMAGED.  PACKAGE WAS REPACKED FOR RETURN TO THE SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,12B,Boxes,No,No
Paper,I-1993091175,No,A hazardous material incident,09/07/1993,1840,,,,CHELMSFORD,MIDDLESEX,MA,,,US,87 BRICK KILN ROAD,Highway,LOADING,UNITED PARCEL SERVICE  INC. (OH),1400 PERIMETER CTR,ATLANTA,,30346,GA,0,,UNITED STATES,DUPONT EXPERIMENTAL STA,,WILMINGTON,,N/A,DE,UNITED STATES,,,WILMINGTON,DELAWARE,19898,,US,WESTWOOD,MASSACHUSETTS,,,US,XYLENES,XYLENES,XYLENE,UN1307,3,FLAMMABLE - COMBUSTIBLE LIQUID,,1,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,,,511,Dropped,,,,,1,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,DEB GACCARINI,PSC CLERK,,,,,,,US,,SPILL DISCOVERED AT PD 11 AT WHICH TIME SPILL WAS CLEANED UP AND REMAINING MATERIAL SDISPOSED OF UNDER THE HAZMAT PROCEDURE.  CUSTOMER CONTACTED THROUGH DAMAGE REPORTING PROCEDURE AT WHICH TIME A RECOMMENDATION WAS MADE ON PROPER PACKING.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2010040294,No,A hazardous material incident,04/19/2010,1200,,,,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,US,12903 LAKELAND ROAD,Highway,UNLOADING,CON-WAY FREIGHT INC.,2211 OLD EARHART RD # 100,ANN ARBOR,,48105,MI,838885,051203551036LN,UNITED STATES,VERSATILE BUILDING PRODUCTS  INC.,245 W CARL KARCHER WAY,ANAHEIM,,92801,CA,UNITED STATES,909-185653,,ANAHEIM,CALIFORNIA,92801,,US,STEPHENS CITY,VIRGINIA,22655,,US,RESIN SOLUTION  FLAMMABLE,RESIN SOLUTION  FLAMMABLE,ASTRASOL RESIN,UN1866,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,1,LGA,No,,No,,No,,No,Non-Bulk,128,Inner Packaging,305,Crushed,515,Human Error,,Box,Fiberboard,,4,LGA,4,LGA,9,1,FIBRE CONTAINERS CO,,,,,,,,,,,,,No,,,,Can,Metal (any type),1,LGA,1,LGA,34,2,,FALSE,,,,,,,0,,,Yes,No,No,No,Yes,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,LANCE HAGLER,MANAGER OF SAFETY COMPLIANCE,CON-WAY FREIGHT,2211 OLD EARHART ROAD,ANN ARBOR,MI,48105,,US,Carrier,Carton crushed from contact with and/or pressure from heavier freight placed on top and pushed into pallet from the side.,Proper loading procedures  bracing  dunnage would have protected this shipment.,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2009070203,No,A hazardous material incident,06/22/2009,1612,,,,FORT SMITH,SEBASTIAN,AR,72908,,US,6715 SOUTH 28TH STREET,Air,LOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,OFFICE DEPOT  INC.,5318 ROGERS AVE,FORT SMITH,,72903,AR,UNITED STATES,1ZA4X6540100113824,,FORT SMITH,ARKANSAS,72903,,US,TULSA,OKLAHOMA,74172,,US,CARBON DIOXIDE  SOLID OR,CARBON DIOXIDE  SOLID OR DRY ICE,DNA SAMPLE,UN1845,9,MISCELLANEOUS HAZARDOUS MATERIAL,III,0.0625,SLB,No,,No,,No,,Yes,Non-Bulk,128,Inner Packaging,303,Burst or Ruptured,521,Inadequate Preparation for Transportation,,Box,Fiberboard,,65,SLB,6,SLB,1,1,,,,,,,,,,,,,,No,,,,Bag,Plastic,6,SLB,6,SLB,1,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,SORT CENTER,No,No,No,No,Yes,BRAD COOK,DIRECTOR DANGEROUS GOODS,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,LODER NOTICED PACKAGE LEAKING AND FOLLOWED PROPER PROCEDURE. DESIGNATED RESPONDER FOLLOWED PROPER PROCEDURE AND PROCESSED PACKAGE,SHIPPER FOLLOWUP,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
Paper,I-2004070530,No,A hazardous material incident,06/03/2004,1200,,,,MEMPHIS,SHELBY,TN,,,US,555 COMPRESS DRIVE,Highway,LOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,,UNITED STATES,KONICA MINOLTA MEDICAL IMAGING INC,1475 AVENUE S STE 306,GRAND PRAIRIE,,75050,TX,UNITED STATES,597800910119940,,GRAND PRAIRIE,TEXAS,75050,,US,SEARCY,ARKANSAS,72143,,US,CORROSIVE LIQUID  ACIDIC,CORROSIVE LIQUID  ACIDIC  INORGANIC  N.O.S.,,UN3264,8,CORROSIVE MATERIAL,,0.039063,LGA,No,,No,,No,,No,Non-Bulk,109; 103,Closure (e.g.  Cap  Top  or Plug); Basic Material,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,4,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,4,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,Yes,100,0,0,0,425,0,525,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SCOTT KERR,HAZARDOUS MATERIALS MGR,,,,,,,US,,THE PACKAGE WAS UNLOADED WITH LEAKAGE NOTED ON THE BOX.  EXAMINATION OF THE INNER CONTAINER REVEALED THAT THE CONTAINER(S) HAD LOOSE CAP(S) AND LEAKED. THE LEAKAGE WAS CONTAINED.  THE CAP(S) WERE SECURED.  THE CARTON WAS WET BUT OTHERWISE UNDAMAGED.  THE UNDAMAGED PORTION OF THE PACKAGE WAS REPACKED FOR RETURN TO SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
XML,X-2009070135,No,A hazardous material incident,06/17/2009,0715,,,,HOUSTON,HARRIS,TX,77075,,US,6903 e orem,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,062904001002M,UNITED STATES,FISHER SCIENTIFIC COMPANY L.L.C.,6771 SILVER CREST RD,NAZARETH,,18064,PA,UNITED STATES,14600180067881,,ROCHESTER,NEW YORK,14624,,US,GALVESTON,TEXAS,77555,,US,ETHYL ALCOHOL,ETHYL ALCOHOL,,UN1170,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.264180,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,526,Loose Closure  Component  or Device,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,TRAVIS MCEWEN,SAFETY SPECIALIST III - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,MOON TOWNSHIP,PA,15108,,US,Carrier,The package was unloaded with leakage noted on the box.  Examination of the inner container revealed that the container(s) had loose cap(s) and leaked.  The leakage was contained.  The cap(s) were secured.  The carton was wet but otherwise undamaged.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,,,No,No
